split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,dataset,model,rep
test,quantile,0.0,0,74,2.25176312438425,3.2440535433683624,1.1775497077675168,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,75,1.6267903324522288,3.2459708302629493,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,76,3.962233238245614,3.2837725393154003,1.1559071484525663,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,77,3.055880758108975,3.2818552524208133,1.1876291507949417,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,78,2.8779049529650256,3.0994317758541188,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,79,3.9004939678380097,3.2574306514462594,1.1535299417566434,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,80,3.1652414519968635,3.2611162148149866,1.1031033535550754,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,81,3.7420563143982295,3.1470518193740147,1.239891107340562,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,82,2.627859871778328,3.2440535433683624,1.1031033535550754,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,83,0.07819468307143351,3.2440535433683624,1.0856499711958487,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,84,4.246589522231297,3.2574306514462594,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,85,5.6243755763691095,3.1977278030485894,1.0883295977534793,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,86,3.5296373322822987,3.2440535433683624,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,87,2.8362663073247605,3.2593479383408464,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,88,2.8571349746702284,3.2574306514462594,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,89,3.0208912899600056,3.071695995276726,1.2256473137031787,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,90,2.3794866504957266,3.2574306514462594,1.1385883203914002,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,91,3.2985589936653246,3.1530642099336297,1.1775497077675168,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,92,3.5942535887735527,3.2440535433683624,1.0883295977534793,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,93,2.790356208308999,3.2141084720446367,1.1775497077675168,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,94,5.628839674763681,3.2574306514462594,1.1906083278491197,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,95,0.7243668925306892,3.1451345324794278,1.1698094182584735,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,96,2.2236999740941106,3.2611162148149866,1.1031033535550754,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,97,6.033990848167678,3.2440535433683624,1.2213078054789817,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,98,3.052402791814067,3.058318887198829,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,99,4.59774853510511,2.9957926287318237,1.2207315322335606,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,100,2.6162380813215944,3.2440535433683624,1.0883295977534793,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,101,1.472929493704807,3.2440535433683624,1.1535299417566434,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,102,3.603821776122391,3.06628865422529,1.1371834757269543,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,103,3.2888845106852784,3.2440535433683624,1.1182633193202112,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,104,4.392406283992523,3.2440535433683624,1.1535299417566434,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,105,4.333268038272605,3.058318887198829,1.1182633193202112,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,106,3.7908597553202523,3.2440535433683624,1.1031033535550754,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,107,1.0470739912604912,3.2574306514462594,1.2020960488660377,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,108,2.518946169853288,3.1996450899431763,1.1380808275694558,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,109,3.988806742140489,3.1829362415318787,1.1079752735692263,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,110,5.345853690010841,3.2574306514462594,1.1248341185479735,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,111,1.4016580001793022,3.058318887198829,1.1362410080856746,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,112,1.0191344810110798,3.0994317758541188,1.1362410080856746,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,113,1.931333299004342,3.2440535433683624,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,114,1.388789052747077,3.2574306514462594,1.2671404376203017,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,115,4.33725957213575,3.058318887198829,1.0856499711958487,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,116,4.051006713179159,3.2459708302629493,1.1102641928879107,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,117,4.689048000289475,3.2440535433683624,1.1031033535550754,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,118,3.603289058399885,3.2574306514462594,1.1775497077675168,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,119,4.870566648743831,3.071695995276726,1.1362410080856746,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,120,2.3450709984209186,3.117106748050289,1.0883295977534793,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,121,2.7613945645333238,3.2574306514462594,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,122,2.1595217940944944,3.2440535433683624,1.0856499711958487,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,123,0.9909650308572817,3.2459708302629493,1.1210234429036656,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,124,3.9900357893267833,3.2611162148149866,1.1031033535550754,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,125,2.4021437236427063,3.2574306514462594,1.1079752735692263,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,126,2.6268180260365788,3.1977278030485894,1.1698094182584735,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,127,1.3240554904854818,3.2574306514462594,1.1362410080856746,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,128,1.9664203670687497,3.2141084720446367,1.193067955304362,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,129,2.5860153478140244,3.2574306514462594,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,130,5.325034576339295,3.058318887198829,1.1362410080856746,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,131,3.43959841744807,3.058318887198829,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,132,3.5154313680263574,3.285166432023652,1.0883295977534793,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,133,3.1274672688422616,3.2440535433683624,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,134,3.9540313133098137,3.2440535433683624,1.1210234429036656,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,135,3.160857835865548,3.2837725393154003,1.1248341185479735,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,136,4.442465834639647,3.2440535433683624,1.1535299417566434,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,137,3.3416977330188695,3.2593479383408464,1.1882242219204182,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,138,3.33179916578662,3.2459708302629493,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,139,2.1200740753256246,3.058318887198829,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,140,4.003205663321123,3.071695995276726,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,141,4.852030932965381,3.1977278030485894,1.143207314621233,0.0,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,142,1.9472621772981742,3.2440535433683624,1.1775497077675168,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,143,1.9586553325524894,3.071695995276726,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,144,2.474989220605703,3.2440535433683624,1.1031033535550754,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,145,3.114510104629509,3.2440535433683624,1.1031033535550754,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,146,3.25334970600926,3.0257377000555494,1.0856499711958487,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,147,3.019833080766739,3.2440535433683624,1.1775497077675168,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,148,3.2126252643311526,3.2440535433683624,1.0856499711958487,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,149,1.6602359785383067,3.2593479383408464,1.2020960488660377,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,150,2.183186230789337,3.1470518193740147,1.292093206430757,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,151,3.500762405969835,3.2440535433683624,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.0,0,152,3.9417247812187073,3.2574306514462594,1.1362410080856746,0.0,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,0,4.94921443639589,2.9899184550220013,1.234288618355885,1.2,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,1,2.2658923036199097,3.69500411340578,1.141480046894142,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,2,2.3661938972838534,3.0216328330638316,1.1849085509441346,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,3,1.7124376534125954,3.045383051357296,1.148489995536324,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,4,4.038489155189614,3.0216328330638316,1.1849085509441346,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,5,5.093774117059776,3.0216328330638316,1.148489995536324,1.2,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,6,3.382846915268518,3.0216328330638316,1.141480046894142,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,7,2.700755549427108,3.045383051357296,1.1702680239784382,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,8,4.754529524453969,3.235226308889033,1.1558835850014075,1.2,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,9,0.5278311486028153,3.045383051357296,1.1874276909027355,1.2,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,10,2.539134774397901,3.529614713775807,1.2268698835457599,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,11,1.680130479223163,3.0216328330638316,1.148489995536324,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,12,1.946569898494354,3.209754502842287,1.349287337955008,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,13,3.0506564960587115,3.0216328330638316,1.141480046894142,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,14,3.6993782564589868,3.0216328330638316,1.1874276909027355,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,15,4.373668451807537,3.0216328330638316,1.2410533675095294,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,16,3.6029932066822417,3.0216328330638316,1.141480046894142,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,17,2.1795265689908003,3.0216328330638316,1.1874276909027355,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,18,1.8770766788891176,3.045383051357296,1.1591667198938589,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,19,2.175392759856481,3.0216328330638316,1.1662852842492253,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,20,2.1945046429958173,3.1298288096173517,1.1874276909027355,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,21,2.984802481297318,3.1187659770303924,1.2894222217242925,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,22,1.6592275816376667,3.6154443089442743,1.2032681272960295,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,23,3.2812988373805108,3.1298288096173517,1.141480046894142,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,24,4.991762612531844,3.2114760905955677,1.613827702144807,1.2,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,25,1.9348452430981966,3.0216328330638316,1.168762076061193,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,26,3.2290985816009594,3.0216328330638316,1.141480046894142,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,27,5.5203061637746105,3.0216328330638316,1.148489995536324,1.2,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,28,1.6289781623734318,3.045383051357296,1.3284639210137463,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,29,2.749326919950266,3.0216328330638316,1.1849085509441346,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,30,3.703947829418637,2.8966919278448686,1.2232856905526723,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,31,4.062169397124873,3.0216328330638316,1.3284639210137463,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,32,2.0947224708040166,3.0216328330638316,1.148489995536324,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,33,4.503441786279946,3.0216328330638316,1.2120838664761222,1.2,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,34,2.642288597876741,2.8966919278448686,1.2232856905526723,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,35,3.5862217758449964,3.045383051357296,1.1620356968135834,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,36,2.909313944374733,3.0507916308992784,1.421467859408603,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,37,4.823780179706638,3.0216328330638316,1.1662852842492253,1.2,2.0,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,38,2.3946409644642586,3.0216328330638316,1.1849085509441346,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,39,3.1920444833373964,2.9899184550220013,1.1849085509441346,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,40,4.05140270533947,3.0216328330638316,1.1849085509441346,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,41,3.3787619366899264,3.0216328330638316,1.141480046894142,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,42,2.6325551848459536,3.0216328330638316,1.1874276909027355,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,43,3.9935695711286954,3.1298288096173517,1.141480046894142,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,44,2.733206228867569,3.0216328330638316,1.1874276909027355,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,45,2.759090317284003,3.0216328330638316,1.1874276909027355,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,46,3.223873669185941,3.2114760905955677,1.2730065172605036,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,47,3.4920619766499077,3.0216328330638316,1.1874276909027355,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,48,3.2379596641521236,3.0216328330638316,1.1874276909027355,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,49,2.1952052564531632,3.59316145907571,1.2883578522921129,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,50,3.2221877009807325,3.0216328330638316,1.3284639210137463,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,51,3.0928080820182715,3.0216328330638316,1.1849085509441346,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,52,2.255998987262245,2.8966919278448686,1.1849085509441346,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,53,3.837638440886663,3.0216328330638316,1.2410533675095294,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,54,2.463445722256802,3.0216328330638316,1.1662852842492253,0.06,0.1,0.0,TINY,NGBoost,PDV
test,quantile,0.6,0,55,3.48418997014896,2.8666991375563193,1.349047817356764,0.06,0.1,0.0,TINY,NGBoost,PDV
