split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,oof_folds_ok,dataset,model,rep
test,valprop,0.0,0,63,5.072415017442203,1.2264090643881171,40.0,0.0,1.2536207508721102,0.0,,t4,GP,PDV
test,valprop,0.0,0,64,3.804780909542763,1.272113750017488,40.0,0.0,1.190239045477138,0.0,,t4,GP,PDV
test,valprop,0.0,0,65,2.881471198810008,1.3482882260664393,40.0,0.0,1.1440735599405003,0.0,,t4,GP,PDV
test,valprop,0.0,0,66,5.075091639616017,1.39399291169581,40.0,0.0,1.253754581980801,0.0,,t4,GP,PDV
test,valprop,0.0,0,67,4.984406634250859,1.4701673877447614,40.0,0.0,1.249220331712543,0.0,,t4,GP,PDV
test,valprop,0.0,0,68,4.131338376085203,1.5158720733741322,40.0,0.0,1.2065669188042603,0.0,,t4,GP,PDV
test,valprop,0.0,0,69,2.233780071678551,1.5920465494230835,40.0,0.0,1.1116890035839275,0.0,,t4,GP,PDV
test,valprop,0.0,0,70,2.45318063356077,1.6377512350524546,40.0,0.0,1.1226590316780385,0.0,,t4,GP,PDV
test,valprop,0.0,0,71,5.566133310952138,1.713925711101406,40.0,0.0,1.278306665547607,0.0,,t4,GP,PDV
test,valprop,0.0,0,72,6.062864967999765,1.7596303967307767,40.0,0.0,1.3031432483999883,0.0,,t4,GP,PDV
test,valprop,0.0,0,73,4.495680413831167,1.835804872779728,40.0,0.0,1.2247840206915583,0.0,,t4,GP,PDV
test,valprop,0.0,0,74,5.010110719959839,1.8815095584090988,40.0,0.0,1.250505535997992,0.0,,t4,GP,PDV
test,valprop,0.5,0,0,4.440875155351001,-2.6280194236888224,40.0,0.611021878883775,1.22204375776755,0.0,,t4,GP,PDV
test,valprop,0.5,0,1,4.998931536970482,-2.551844947639871,40.0,0.624973288424262,1.249946576848524,0.0,,t4,GP,PDV
test,valprop,0.5,0,2,5.72059821910346,-2.5061402620105,40.0,0.6430149554775865,1.286029910955173,0.0,,t4,GP,PDV
test,valprop,0.5,0,3,4.708701105592944,-2.429965785961549,40.0,0.6177175276398236,1.2354350552796471,0.0,,t4,GP,PDV
test,valprop,0.5,0,4,5.148657086344446,-2.384261100332178,40.0,0.6287164271586112,1.2574328543172224,0.0,,t4,GP,PDV
test,valprop,0.5,0,5,4.535432068056334,-2.3080866242832268,40.0,0.6133858017014083,1.2267716034028167,0.0,,t4,GP,PDV
test,valprop,0.5,0,6,3.2591855610241103,-2.2623819386538555,40.0,0.5814796390256027,1.1629592780512055,0.0,,t4,GP,PDV
test,valprop,0.5,0,7,4.108935769754519,-2.186207462604904,40.0,0.602723394243863,1.205446788487726,0.0,,t4,GP,PDV
test,valprop,0.5,0,8,5.642515227591309,-2.1405027769755334,40.0,0.6410628806897827,1.2821257613795654,0.0,,t4,GP,PDV
test,valprop,0.5,0,9,7.1193930535152,-2.064328300926582,40.0,0.67798482633788,1.35596965267576,0.0,,t4,GP,PDV
test,valprop,0.5,0,10,4.78401631849718,-2.0186236152972112,40.0,0.6196004079624295,1.239200815924859,0.0,,t4,GP,PDV
test,valprop,0.5,0,11,5.459746222109015,-1.94244913924826,40.0,0.6364936555527254,1.2729873111054508,0.0,,t4,GP,PDV
test,valprop,0.5,0,12,4.370474456718977,-1.896744453618889,40.0,0.6092618614179744,1.218523722835949,0.0,,t4,GP,PDV
test,valprop,0.5,0,13,4.841147362919783,-1.8205699775699378,40.0,0.6210286840729946,1.2420573681459892,0.0,,t4,GP,PDV
test,valprop,0.5,0,14,5.601948947817249,-1.774865291940567,40.0,0.6400487236954312,1.2800974473908624,0.0,,t4,GP,PDV
test,valprop,0.5,0,15,4.880467241726163,-1.6986908158916156,40.0,0.6220116810431541,1.2440233620863081,0.0,,t4,GP,PDV
test,valprop,0.5,0,16,3.9321717667751006,-1.6529861302622448,40.0,0.5983042941693775,1.196608588338755,0.0,,t4,GP,PDV
test,valprop,0.5,0,17,6.7971669387171,-1.5768116542132933,40.0,0.6699291734679276,1.3398583469358551,0.0,,t4,GP,PDV
test,valprop,0.5,0,18,6.725887424880508,-1.5311069685839225,40.0,0.6681471856220127,1.3362943712440254,0.0,,t4,GP,PDV
test,valprop,0.5,0,19,4.7685734475802635,-1.4549324925349711,40.0,0.6192143361895066,1.2384286723790132,0.0,,t4,GP,PDV
test,valprop,0.5,0,20,6.073222765784639,-1.4092278069056003,40.0,0.651830569144616,1.303661138289232,0.0,,t4,GP,PDV
test,valprop,0.5,0,21,4.640346515206607,-1.333053330856649,40.0,0.6160086628801652,1.2320173257603304,0.0,,t4,GP,PDV
test,valprop,0.5,0,22,5.803301832091593,-1.2873486452272782,40.0,0.6450825458022899,1.2901650916045797,0.0,,t4,GP,PDV
test,valprop,0.5,0,23,4.191625775148712,-1.2111741691783269,40.0,0.6047906443787178,1.2095812887574355,0.0,,t4,GP,PDV
test,valprop,0.5,0,24,6.04284719510459,-1.165469483548956,40.0,0.6510711798776148,1.3021423597552295,0.0,,t4,GP,PDV
test,valprop,0.5,0,25,5.469854832203096,-1.0892950075000045,40.0,0.6367463708050775,1.273492741610155,0.0,,t4,GP,PDV
test,valprop,0.5,0,26,4.316633275377804,-1.0435903218706337,40.0,0.6079158318844451,1.2158316637688902,0.0,,t4,GP,PDV
test,valprop,0.5,0,27,4.654419360175062,-0.9674158458216824,40.0,0.6163604840043766,1.2327209680087532,0.0,,t4,GP,PDV
test,valprop,0.5,0,28,5.679058986352887,-0.9217111601923116,40.0,0.6419764746588221,1.2839529493176443,0.0,,t4,GP,PDV
test,valprop,0.5,0,29,4.222273648529168,-0.8455366841433603,40.0,0.6055568412132292,1.2111136824264583,0.0,,t4,GP,PDV
test,valprop,0.5,0,30,3.9848928354466304,-0.7998319985139893,40.0,0.5996223208861657,1.1992446417723315,0.0,,t4,GP,PDV
test,valprop,0.5,0,31,5.586350499071223,-0.723657522465038,40.0,0.6396587624767806,1.279317524953561,0.0,,t4,GP,PDV
test,valprop,0.5,0,32,5.340363708601748,-0.6779528368356672,40.0,0.6335090927150437,1.2670181854300875,0.0,,t4,GP,PDV
test,valprop,0.5,0,33,3.7064181268991536,-0.6017783607867159,40.0,0.5926604531724788,1.1853209063449577,0.0,,t4,GP,PDV
test,valprop,0.5,0,34,3.396175340053167,-0.556073675157345,40.0,0.5849043835013292,1.1698087670026585,0.0,,t4,GP,PDV
test,valprop,0.5,0,35,4.362975497690433,-0.4798991991083936,40.0,0.6090743874422608,1.2181487748845217,0.0,,t4,GP,PDV
test,valprop,0.5,0,36,4.382087332755547,-0.4341945134790228,40.0,0.6095521833188887,1.2191043666377774,0.0,,t4,GP,PDV
test,valprop,0.5,0,37,5.017386733971532,-0.35802003743007144,40.0,0.6254346683492883,1.2508693366985766,0.0,,t4,GP,PDV
test,valprop,0.5,0,38,5.836752931735491,-0.31231535180070064,40.0,0.6459188232933872,1.2918376465867745,0.0,,t4,GP,PDV
test,valprop,0.5,0,39,6.4475386329390165,-0.23614087575174925,40.0,0.6611884658234755,1.322376931646951,0.0,,t4,GP,PDV
test,valprop,0.5,0,40,5.494156197339175,-0.19043619012237842,40.0,0.6373539049334793,1.2747078098669586,0.0,,t4,GP,PDV
test,valprop,0.5,0,41,4.1640907812096755,-0.11426171407342706,40.0,0.6041022695302419,1.2082045390604839,0.0,,t4,GP,PDV
test,valprop,0.5,0,42,4.025349702281913,-0.06855702844405623,40.0,0.6006337425570478,1.2012674851140956,0.0,,t4,GP,PDV
test,valprop,0.5,0,43,3.8716650629132703,0.007617447604895137,40.0,0.5967916265728318,1.1935832531456636,0.0,,t4,GP,PDV
test,valprop,0.5,0,44,5.672932606681934,0.05332213323426596,40.0,0.6418233151670484,1.2836466303340968,0.0,,t4,GP,PDV
test,valprop,0.5,0,45,5.36081649802749,0.12949660928321732,40.0,0.6340204124506873,1.2680408249013746,0.0,,t4,GP,PDV
test,valprop,0.5,0,46,2.7754329541907525,0.17520129491258815,40.0,0.5693858238547688,1.1387716477095375,0.0,,t4,GP,PDV
test,valprop,0.5,0,47,5.328126581517229,0.2513757709615395,40.0,0.6332031645379308,1.2664063290758616,0.0,,t4,GP,PDV
test,valprop,0.5,0,48,4.031122782165007,0.29708045659091037,40.0,0.6007780695541252,1.2015561391082503,0.0,,t4,GP,PDV
test,valprop,0.5,0,49,6.126622122750407,0.3732549326398617,40.0,0.6531655530687602,1.3063311061375205,0.0,,t4,GP,PDV
test,valprop,0.5,0,50,6.218017922553068,0.41895961826923256,40.0,0.6554504480638267,1.3109008961276534,0.0,,t4,GP,PDV
test,valprop,0.5,0,51,5.360136686876952,0.4951340943181839,40.0,0.6340034171719238,1.2680068343438475,0.0,,t4,GP,PDV
test,valprop,0.5,0,52,4.793380056132849,0.5408387799475547,40.0,0.6198345014033212,1.2396690028066424,0.0,,t4,GP,PDV
test,valprop,0.5,0,53,5.570551465777538,0.6170132559965061,40.0,0.6392637866444385,1.278527573288877,0.0,,t4,GP,PDV
test,valprop,0.5,0,54,5.0470023796731,0.6627179416258769,40.0,0.6261750594918275,1.252350118983655,0.0,,t4,GP,PDV
test,valprop,0.5,0,55,4.7366065945867994,0.7388924176748283,40.0,0.61841516486467,1.23683032972934,0.0,,t4,GP,PDV
test,valprop,0.5,0,56,5.027333560903023,0.7845971033041991,40.0,0.6256833390225756,1.2513666780451511,0.0,,t4,GP,PDV
test,valprop,0.5,0,57,4.84770902118717,0.8607715793531505,40.0,0.6211927255296793,1.2423854510593586,0.0,,t4,GP,PDV
test,valprop,0.5,0,58,5.116423478667517,0.9064762649825213,40.0,0.6279105869666879,1.2558211739333758,0.0,,t4,GP,PDV
test,valprop,0.5,0,59,4.369484336632498,0.9826507410314727,40.0,0.6092371084158125,1.218474216831625,0.0,,t4,GP,PDV
test,valprop,0.5,0,60,2.7201664168611828,1.0283554266608435,40.0,0.5680041604215296,1.1360083208430591,0.0,,t4,GP,PDV
test,valprop,0.5,0,61,6.545844270510072,1.1045299027097948,40.0,0.6636461067627518,1.3272922135255036,0.0,,t4,GP,PDV
test,valprop,0.5,0,62,3.3182903963271477,1.1502345883391658,40.0,0.5829572599081787,1.1659145198163574,0.0,,t4,GP,PDV
test,valprop,0.5,0,63,5.072415017442203,1.2264090643881171,40.0,0.6268103754360551,1.2536207508721102,0.0,,t4,GP,PDV
test,valprop,0.5,0,64,3.804780909542763,1.272113750017488,40.0,0.595119522738569,1.190239045477138,0.0,,t4,GP,PDV
test,valprop,0.5,0,65,2.881471198810008,1.3482882260664393,40.0,0.5720367799702502,1.1440735599405003,0.0,,t4,GP,PDV
test,valprop,0.5,0,66,5.075091639616017,1.39399291169581,40.0,0.6268772909904005,1.253754581980801,0.0,,t4,GP,PDV
test,valprop,0.5,0,67,4.984406634250859,1.4701673877447614,40.0,0.6246101658562715,1.249220331712543,0.0,,t4,GP,PDV
test,valprop,0.5,0,68,4.131338376085203,1.5158720733741322,40.0,0.6032834594021301,1.2065669188042603,0.0,,t4,GP,PDV
test,valprop,0.5,0,69,2.233780071678551,1.5920465494230835,40.0,0.5558445017919638,1.1116890035839275,0.0,,t4,GP,PDV
test,valprop,0.5,0,70,2.45318063356077,1.6377512350524546,40.0,0.5613295158390192,1.1226590316780385,0.0,,t4,GP,PDV
test,valprop,0.5,0,71,5.566133310952138,1.713925711101406,40.0,0.6391533327738035,1.278306665547607,0.0,,t4,GP,PDV
test,valprop,0.5,0,72,6.062864967999765,1.7596303967307767,40.0,0.6515716241999941,1.3031432483999883,0.0,,t4,GP,PDV
test,valprop,0.5,0,73,4.495680413831167,1.835804872779728,40.0,0.6123920103457792,1.2247840206915583,0.0,,t4,GP,PDV
test,valprop,0.5,0,74,5.010110719959839,1.8815095584090988,40.0,0.625252767998996,1.250505535997992,0.0,,t4,GP,PDV
train_oof,valprop,0.0,0,19,4.291076217364236,-1.3482882260664393,33.0,0.0,1.214553810868212,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,42,5.026693686248673,-0.8760064745629408,30.0,0.0,1.2513346843124338,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,153,6.752446127505481,1.3787580164860198,31.0,0.0,1.3376223063752741,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,78,5.571605240308703,-0.14473150449300762,30.0,0.0,1.2785802620154352,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,145,5.526205691306982,1.2111741691783269,33.0,0.0,1.2763102845653491,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,15,5.785646844443733,-1.4244627021153906,31.0,0.0,1.2892823422221866,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,24,4.985309376072268,-1.2416439595979074,30.0,0.0,1.2492654688036136,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,68,2.8476215098395454,-0.34278514222028117,32.0,0.0,1.1423810754919772,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,113,4.619761456132789,0.5713085703671352,34.0,0.0,1.2309880728066394,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,118,4.766142196630051,0.6779528368356672,32.0,0.0,1.2383071098315026,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,93,5.139871927682442,0.15996639970279788,31.0,0.0,1.2569935963841221,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,159,5.5994032981891175,1.500637178164342,31.0,0.0,1.279970164909456,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,69,4.767372419654923,-0.3275502470104909,31.0,0.0,1.2383686209827462,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,142,4.799660315922095,1.165469483548956,32.0,0.0,1.2399830157961047,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,45,4.531536222366124,-0.8150668937237797,31.0,0.0,1.2265768111183062,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,16,5.4986031371576125,-1.39399291169581,32.0,0.0,1.2749301568578806,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,51,6.1570405812696904,-0.6931877320454575,31.0,0.0,1.3078520290634845,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,125,4.111645230312366,0.8150668937237797,34.0,0.0,1.2055822615156182,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,96,4.690020400114867,0.22090598054195898,30.0,0.0,1.2345010200057434,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,56,2.8010888399257086,-0.5865434655769256,32.0,0.0,1.1400544419962855,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,97,6.365574872112876,0.23614087575174925,33.0,0.0,1.3182787436056438,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,120,5.213948289927153,0.7084226272552477,30.0,0.0,1.2606974144963576,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,143,4.724235280771074,1.1807043787587463,34.0,0.0,1.2362117640385537,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,30,3.9626120100971054,-1.119764797919585,30.0,0.0,1.1981306005048553,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,9,5.130378045793676,-1.5463418637937127,31.0,0.0,1.2565189022896839,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,172,5.590573351009782,1.774865291940567,32.0,0.0,1.279528667550489,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,60,4.1467361646517515,-0.5103689895279742,30.0,0.0,1.2073368082325877,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,18,4.764767225230441,-1.3635231212762295,30.0,0.0,1.238238361261522,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,148,4.977072330055926,1.2873486452272782,32.0,0.0,1.2488536165027964,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,173,4.963389380070311,1.7901001871503572,34.0,0.0,1.2481694690035154,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,109,5.946205488940397,0.4798991991083936,33.0,0.0,1.2973102744470197,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,55,5.251666468371921,-0.6170132559965061,33.0,0.0,1.2625833234185961,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,140,4.294084632725232,1.119764797919585,32.0,0.0,1.2147042316362615,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,126,4.940393284688446,0.83030178893357,30.0,0.0,1.2470196642344225,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,66,4.662670504623898,-0.38848982784965197,30.0,0.0,1.233133525231195,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,29,4.433688017439774,-1.1349996931293753,34.0,0.0,1.2216844008719887,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,117,4.289130088652298,0.6474830464160867,31.0,0.0,1.214456504432615,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,65,4.011847899180568,-0.4037247230594423,34.0,0.0,1.2005923949590285,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,67,3.1566772445450306,-0.3732549326398617,33.0,0.0,1.1578338622272515,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.0,0,31,5.44924441968509,-1.1045299027097948,33.0,0.0,1.2724622209842544,0.0,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,19,4.291076217364236,-1.3482882260664393,33.0,0.607276905434106,1.214553810868212,0.3016430337259844,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,42,5.026693686248673,-0.8760064745629408,30.0,0.6256673421562169,1.2513346843124338,-0.08650745782886181,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,153,6.752446127505481,1.3787580164860198,31.0,0.6688111531876371,1.3376223063752741,0.43318131807353893,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,78,5.571605240308703,-0.14473150449300762,30.0,0.6392901310077176,1.2785802620154352,0.9736579564317518,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,145,5.526205691306982,1.2111741691783269,33.0,0.6381551422826746,1.2763102845653491,-0.1494261801625389,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,15,5.785646844443733,-1.4244627021153906,31.0,0.6446411711110933,1.2892823422221866,-0.1509343221281074,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,24,4.985309376072268,-1.2416439595979074,30.0,0.6246327344018068,1.2492654688036136,0.9864280191527579,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,68,2.8476215098395454,-0.34278514222028117,32.0,0.5711905377459886,1.1423810754919772,0.4383514556297971,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,113,4.619761456132789,0.5713085703671352,34.0,0.6154940364033197,1.2309880728066394,-0.28895868478707354,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,118,4.766142196630051,0.6779528368356672,32.0,0.6191535549157513,1.2383071098315026,0.33592797974149496,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,93,5.139871927682442,0.15996639970279788,31.0,0.6284967981920611,1.2569935963841221,-0.29125653615818464,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,159,5.5994032981891175,1.500637178164342,31.0,0.639985082454728,1.279970164909456,-0.298060094740281,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,69,4.767372419654923,-0.3275502470104909,31.0,0.6191843104913731,1.2383686209827462,0.14981924228454122,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,142,4.799660315922095,1.165469483548956,32.0,0.6199915078980524,1.2399830157961047,-1.1862175039169427,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,45,4.531536222366124,-0.8150668937237797,31.0,0.6132884055591531,1.2265768111183062,-1.0578721072224682,5.0,t4,GP,PDV
