split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,dataset,model,rep
test,outlier,0.0,0,40,3.357885809047267,2.6010719502288264,0.7288012384988691,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,41,2.820438551606795,3.5334245917823246,0.5031317176860579,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,42,3.8067537084149223,4.295542310444185,0.4178378540032796,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,43,3.647099029550181,2.899983522149962,0.6627505357287862,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,44,2.2369847059453427,3.069256244076784,0.957182234551456,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,45,2.7500414933064063,2.8640132422398965,0.7030935715324442,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,46,1.2104908887532737,1.9039547101952048,0.6861280222188177,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,47,3.762037724270528,3.213271255299815,0.575519878682665,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,48,1.9046133294670096,2.52066116488455,0.607662164415123,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,49,2.446098474222349,3.137961293743716,0.7701782536300139,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,50,2.1062942135418723,2.235075569337325,0.8009766285550395,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,51,2.2038260563654712,2.7900480991149603,0.5724749742816273,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,52,1.6230376171066772,2.908321314664131,0.5750117035369409,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,53,5.315438464580383,4.953814390233662,0.7026124308941277,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,54,1.5294773774037984,2.175384078785692,0.6940551028064039,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,55,1.1462746838668665,1.5780685265580432,0.5942736109441777,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,56,4.105030588536983,4.295542310444185,0.544220075727464,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,57,2.218769288039824,2.815502380859659,0.3666659763528379,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,58,2.0359084029913905,2.714493924316792,0.4162283753256761,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,59,3.020974990830068,3.8543038235001257,0.5072859691010552,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,60,2.2276579166005317,1.4833903619537394,1.13205446867189,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,61,1.077530813271903,2.122820446662176,0.3732950311909955,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,62,2.112524404330424,2.935485345868724,0.4625699057652366,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,63,3.32046104321902,3.5028044930265647,0.7226561388332209,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,64,3.627931992638104,2.8640132422398965,0.3707221883499332,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,65,3.9882049847564778,4.23375457711232,0.6500576568494993,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,66,2.556981794469068,2.194824983917668,0.7453035487188684,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,67,3.7863164768671176,4.171966843780456,0.4000034265095442,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,68,2.970808650721277,3.062466285034268,0.5467380345691988,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,69,2.8822195324284503,3.069256244076784,0.637265394644593,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,70,3.943593554530771,3.8543038235001257,0.6648635163395318,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,71,2.507940368156942,3.439675156998019,0.3565876901210481,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,72,5.711170740829022,5.3037062170079246,0.669532143198984,0.0,3.0,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,73,2.584821869160736,4.009214753198508,0.5186247575678042,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,74,1.1510435826664502,1.724889075293773,0.6410847842682985,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,75,3.2786172434403307,2.670715259139313,0.4813592602701644,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,76,1.291126909220962,1.6894110913248757,0.5910903639283518,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,77,3.4992600555137106,2.6537901960008985,0.4979295057965063,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,78,4.793381453389642,3.038196669929221,0.5039002515403705,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,79,3.812289642036295,3.5272700415174443,0.4839910898506063,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,80,2.840543306895653,3.4533463600264267,0.6001871338395239,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,81,0.9887954324040282,1.7095895220756203,0.5934524364793667,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,82,2.023962888954957,2.9827303214959957,0.6911136655450112,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,83,2.309054436224321,3.381774597730584,0.6594542938511747,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,84,3.829846501284224,3.0716564018580463,0.5382332636583509,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,85,1.3399632535259336,1.6054344422621338,0.6778876453066507,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,86,1.5733688906591654,2.4264796800053707,0.9300858988475408,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,87,2.9369192444765444,2.836860359186015,0.4426713215427875,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,88,3.628669228601047,3.4176566084879587,0.8015930137585425,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,89,3.11688019952254,2.283220717241565,0.8990682817345947,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,90,5.347094769900833,4.319591515064536,0.4583153349742317,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,91,2.5308559497748786,3.050265572442294,0.493842015056924,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,92,0.5631786386622069,1.518209015575617,0.5148406478129071,0.0,3.0,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,93,4.22420725405896,2.8336772712218985,0.4597912603121237,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,94,3.3436124266707354,3.166320410303094,0.6685136351800212,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,95,4.453374347619241,2.915574194348355,0.5328860092453882,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,96,2.246294928430105,3.566558237579541,0.6239631283385518,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,97,1.7279810127341433,1.3500584478983777,0.2944808464907413,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,98,3.1172699612578265,2.951076018067117,0.4765118651513016,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.0,0,99,3.4440670654170225,2.652266458152748,0.560646694013812,0.0,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,0,4.174485580926887,2.3983980917263112,0.3391131632413748,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,1,1.827266544148307,1.771894191392433,0.4573606841896124,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,2,2.8761373778477304,2.463788895094244,0.5577280149485127,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,3,4.74512820835557,4.423844448867264,0.5706263719563909,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,4,3.532635879294511,3.1440387405264065,0.6250305897246866,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,5,2.753810083481039,3.1984566960641505,0.7152610903077148,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,6,-0.0635877790008945,1.8966759116767444,0.4348723233649281,1.5,3.0,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,7,2.1094019755122697,1.0727055104359933,1.1677462548892592,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,8,3.054910220761735,2.816420177483648,0.346341021514406,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,9,4.763230523880342,4.587450431993782,0.3803147205018358,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,10,1.9346571028438648,1.879153781370124,0.3938564703633315,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,11,3.187618762924776,4.076066331141334,0.7559432664756465,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,12,2.535207819110457,2.894151361718178,0.4616462960106462,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,13,1.29597847538523,2.230252191756292,0.8017911916899476,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,14,2.388417381898016,3.578820017642242,0.718824175567192,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,15,3.932988426998292,3.994745892719373,0.4798849528105506,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,16,1.9254401265675891,2.6138525885518584,0.5140708078557028,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,17,1.5832413790531057,1.8615948900502597,0.4094674401760867,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,18,3.0798206668598014,2.77083838944058,0.6314472370113584,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,19,2.564710600815434,1.6173983338473368,0.4333417243226354,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,20,2.024224461546656,2.4032601270564893,0.9599584575414776,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,21,2.517862876550086,2.5163192156602268,0.6375157430722094,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,22,1.9112419627401092,3.489431288942444,0.471644636271187,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,23,3.154779492908893,3.691558242365828,0.6048392862245802,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,24,3.4828099694130588,2.9531742201070497,0.6146705787448274,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,25,2.3053804022827014,3.3241801621831284,0.580702838454227,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,26,1.6018201910599723,1.799222410414726,0.3876545818504624,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,27,1.1565075764673316,2.652211388492403,0.7949195811262206,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,28,4.414535485391581,4.579854411120536,0.4700965671979733,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,29,4.265342072317364,4.405065091734684,0.5326047490797694,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,30,3.2499299736922325,3.048413513741581,0.6021552296422799,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,31,3.8478878018303377,4.405065091734684,0.5991990800208034,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,32,3.152294511244344,3.6492098515293945,0.7874058530026418,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,33,1.3826891266290644,2.1703465081367863,0.3948665807402779,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,34,1.5922519138630082,2.201809491314574,0.8294673167887991,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,35,2.103054226271091,3.4268300452193965,0.485940891883198,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,36,5.241070752511884,4.414454770300974,0.3741611742897119,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,37,5.292077943718841,4.424117333541052,0.481147300504527,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,38,4.1367023613284974,3.0205307662391814,0.657390054033536,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,39,4.106648005879832,3.040555478000849,0.5821824948854695,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,40,3.357885809047267,2.4011438650709875,0.5392353777951953,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,41,2.820438551606795,3.45856331710052,0.57003088005998,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,42,3.8067537084149223,4.24641576765793,0.4840875806290803,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,43,3.647099029550181,2.9102619848284155,0.7290025290015418,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,44,2.2369847059453427,2.9263726079386534,0.6393796617219247,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,45,2.7500414933064063,2.642555133461165,0.7074938604824272,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,46,1.2104908887532737,1.7189100039654366,0.2050968335663122,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,47,3.762037724270528,3.3564022672986096,0.5378820139903437,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,48,1.9046133294670096,2.8852547488918376,0.6266317182412156,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,49,2.446098474222349,2.6929068304357657,0.7363743329778467,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,50,2.1062942135418723,2.395701815780566,0.7864829680605617,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,51,2.2038260563654712,2.6265314233562624,0.674283912942975,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,52,1.6230376171066772,2.463788895094244,0.7490611610125766,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,53,5.315438464580383,4.573828160336048,0.4599224596270699,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,54,1.5294773774037984,2.2263413940621914,0.3701645496715073,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,55,1.1462746838668665,1.6668845672395247,0.7279943664649607,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,56,4.105030588536983,4.423844448867264,0.4040482462425934,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,57,2.218769288039824,2.5905511093991684,0.4301628279616805,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,58,2.0359084029913905,2.937063596996812,0.3890348320369117,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,59,3.020974990830068,3.840983437292837,0.2766919687703484,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,60,2.2276579166005317,2.179604506866429,0.7632859593762716,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,61,1.077530813271903,1.9529570049088816,0.3579536064208175,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,62,2.112524404330424,2.950830151263112,0.4738607075543284,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,63,3.32046104321902,3.63997924084382,0.6177722435032527,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,64,3.627931992638104,2.8076058712736174,0.6249148921313543,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,65,3.9882049847564778,4.417992590648511,0.5444591022476408,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,66,2.556981794469068,1.8766434114558208,0.339922347266075,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,67,3.7863164768671176,4.162017308157401,0.411016092220237,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,68,2.970808650721277,3.449962636139598,0.5975366053981019,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,69,2.8822195324284503,3.0144908008532405,0.5689393785530392,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,70,3.943593554530771,3.7561658008339007,0.7789922186422484,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,71,2.507940368156942,3.4268300452193965,0.2348439579373615,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,72,5.711170740829022,4.542803498320799,0.3224676350093585,1.5,3.0,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,73,2.584821869160736,4.050298605729633,0.5283849403896392,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,74,1.1510435826664502,1.771894191392433,0.4722118617470427,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,75,3.2786172434403307,2.896958889232902,0.5664655921967967,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,76,1.291126909220962,1.7081879302565088,0.5501404407049864,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,77,3.4992600555137106,2.7257398267569246,0.4377275546755002,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,78,4.793381453389642,2.971511217782971,0.4659902582506021,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,79,3.812289642036295,3.502932588360664,0.3733119381113465,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,80,2.840543306895653,3.095191539194916,0.802555582578141,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,81,0.9887954324040282,1.8910652034458133,0.4058579616559146,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,82,2.023962888954957,3.175326364239318,0.6678298129407969,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,83,2.309054436224321,2.9853808886387254,0.6138908355749686,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,84,3.829846501284224,2.7029651197585056,0.6207617266436307,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,85,1.3399632535259336,1.4453860673211794,0.7410088807618155,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,86,1.5733688906591654,2.2504842803758347,0.8518303629836176,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,87,2.9369192444765444,2.6018142265827957,0.4018111420852728,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,88,3.628669228601047,3.494621934157512,0.7718233872487013,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
test,outlier,0.5,0,89,3.11688019952254,3.1132740163391457,0.7444657112561834,0.05,0.1,0.0,OpenADMET-LogD,QRF,ECFP4
