split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,oof_folds_ok,dataset,model,rep
train_oof,legacy,0.0,0,29,4.433688017439774,-1.1349996931293753,1.0,0.0,1.0,0.0,3.0,t5,GP,PDV
train_oof,legacy,0.0,0,117,4.289130088652298,,,0.0,1.0,0.0,3.0,t5,GP,PDV
train_oof,legacy,0.0,0,65,4.011847899180568,-0.4037247230594423,1.0,0.0,1.0,0.0,3.0,t5,GP,PDV
train_oof,legacy,0.0,0,67,3.1566772445450306,-0.3732549326398617,1.0,0.0,1.0,0.0,3.0,t5,GP,PDV
train_oof,legacy,0.0,0,31,5.44924441968509,-1.1045299027097948,1.0,0.0,1.0,0.0,3.0,t5,GP,PDV
test,legacy,0.0,1,0,7.028630844560427,-2.6597001723265383,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,1,4.0532923656491135,-2.5986103033095636,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,2,6.221189606796192,-2.5375204342925888,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,3,5.606359249036102,-2.476430565275614,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,4,5.6654963742702655,-2.4153406962586392,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,5,6.9808396294237705,-2.3542508272416645,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,6,4.945536764167224,-2.2931609582246897,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,7,6.259275859211906,-2.232071089207715,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,8,3.0187092927129937,-2.17098122019074,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,9,3.554936185280321,-2.1098913511737654,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,10,6.008879890572243,-2.0488014821567906,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,11,2.949992956199533,-1.987711613139816,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,12,5.323293956609464,-1.9266217441228413,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,13,5.121720782253939,-1.8655318751058665,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,14,3.278043840757335,-1.8044420060888917,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,15,4.557417837862585,-1.743352137071917,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,16,4.5398922524821845,-1.6822622680549424,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,17,4.639767515839805,-1.6211723990379676,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,18,5.130378045793676,-1.5600825300209928,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,19,5.398369058586198,-1.498992661004018,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,20,5.785646844443733,-1.4379027919870433,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,21,4.764767225230441,-1.3768129229700685,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,22,6.835495560071787,-1.3157230539530937,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,23,4.985309376072268,-1.254633184936119,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,24,7.711936383951514,-1.1935433159191442,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,25,3.9626120100971054,-1.1324534469021694,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,26,5.583602236690043,-1.0713635778851949,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,27,7.0612760595922826,-1.01027370886822,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,28,6.267137958997447,-0.9491838398512453,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,29,5.026693686248673,-0.8880939708342706,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,30,4.531536222366124,-0.8270041018172958,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,31,4.909023360432899,-0.765914232800321,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,32,6.1570405812696904,-0.7048243637833462,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,33,4.374833197634826,-0.6437344947663716,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,34,5.105785909518075,-0.5826446257493968,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,35,4.1467361646517515,-0.521554756732422,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,36,3.5077789833727815,-0.46046488771544725,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,37,4.662670504623898,-0.39937501869847253,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,38,4.767372419654923,-0.33828514968149775,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,39,3.1324548237815693,-0.27719528066452304,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,40,3.884811421872514,-0.21610541164754826,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,41,5.571605240308703,-0.15501554263057352,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,42,3.7149289904061553,-0.09392567361359877,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,43,4.890822480760678,-0.03283580459662402,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,44,6.153291756336207,0.028254064420350736,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,45,4.425898544234521,0.08934393343732548,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,46,5.139871927682442,0.15043380245430024,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,47,4.690020400114867,0.211523671471275,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,48,6.298888111667858,0.27261354048824976,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,49,2.7071013468533653,0.3337034095052245,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,50,2.9799237876342937,0.39479327852219925,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,51,4.56599802480204,0.45588314753917397,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,52,4.467627403343548,0.5169730165561487,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,53,5.711753782171875,0.5780628855731235,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,54,4.289130088652298,0.6391527545900982,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,55,5.213948289927153,0.700242623607073,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,56,3.7518427234577656,0.7613324926240478,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,57,4.940393284688446,0.8224223616410224,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,58,6.167711780936244,0.8835122306579972,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,59,6.37437910216356,0.944602099674972,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,60,4.840654957713441,1.0056919686919468,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,61,5.88365355997816,1.0667818377089215,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,62,4.870799511832007,1.1278717067258963,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,63,4.777567353017936,1.188961575742871,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,64,4.438210177218337,1.2500514447598456,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,65,6.493570127561391,1.3111413137768204,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,66,6.752446127505481,1.3722311827937952,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,67,4.396109618934686,1.43332105181077,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,68,5.5994032981891175,1.4944109208277447,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,69,4.317852974246282,1.5555007898447195,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,70,4.294694739260248,1.6165906588616943,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,71,5.912791964517328,1.677680527878669,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,72,3.390361247513024,1.7387703968956438,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,73,6.538511150021266,1.7998602659126186,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,1,74,7.205353270637749,1.8609501349295932,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,0,5.039384196414301,-2.763745375826213,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,1,4.2494852312398885,-2.644586318932601,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,2,5.329351908511956,-2.525427262038989,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,3,4.513726573486776,-2.406268205145377,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,4,2.5227022362545894,-2.287109148251765,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,5,5.681674264793578,-2.167950091358153,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,6,7.2944226347983285,-2.048791034464541,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,7,4.886269459472127,-1.929631977570929,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,8,3.5676896932901805,-1.8104729206773171,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,9,6.803982224500293,-1.691313863783705,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,10,5.4986031371576125,-1.5721548068900932,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,11,5.6584941437339955,-1.4529957499964812,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,12,4.589459571887764,-1.3338366931028691,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,13,6.712065387978603,-1.2146776362092573,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,14,3.5197712675269246,-1.0955185793156452,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,15,5.764535399374928,-0.9763595224220333,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,16,4.259693661091433,-0.8572004655284213,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,17,2.65762628174585,-0.7380414086348094,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,18,4.6719406325050645,-0.6188823517411973,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,19,6.3103265626937874,-0.4997232948475854,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,20,7.232066806672574,-0.3805642379539734,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,21,4.019503703805383,-0.2614051810603614,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,22,3.410430397302523,-0.14224612416674948,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,23,3.356168337224967,-0.023087067273137488,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,24,2.536837390069587,0.09607198962047449,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,25,3.2701475400338422,0.21523104651408645,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,26,3.635435854201761,0.3343901034076984,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,27,4.766142196630051,0.45354916030131043,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,28,5.819394726406639,0.5727082171949224,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,29,5.475877406891459,0.6918672740885343,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,30,6.530434081599065,0.8110263309821464,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,31,4.799660315922095,0.9301853878757583,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,32,4.977072330055926,1.0493444447693703,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,33,4.380748999829568,1.1685035016629823,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,34,5.72555754066016,1.2876625585565942,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,35,2.8774739599043717,1.4068216154502062,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,36,5.590573351009782,1.525980672343818,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,2,37,7.015423289121595,1.6451397292374301,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,0,5.48901953959581,-2.7456954393237276,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,1,4.7941420865651345,-2.6265924786915478,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,2,3.1681705617561917,-2.5074895180593675,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,3,2.254021877633933,-2.388386557427187,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,4,4.20540879239983,-2.2692835967950074,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,5,4.0965953642942425,-2.150180636162827,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,6,5.284762215964632,-2.0310776755306468,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,7,6.4317031068128125,-1.9119747148984667,1.0,0.0,1.0,0.0,,t5,GP,PDV
