split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,dataset,model,rep,oof_folds_ok,task_model,task_dataset,task_rep,task_strategy
test,legacy,0.5,0,16,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,0,17,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,0,18,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,0,19,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,0,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,1,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,2,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,3,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,4,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,5,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,6,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,7,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,8,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,9,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,10,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,11,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,12,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,13,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,14,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,15,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,16,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,17,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,18,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,0,19,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,0,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,1,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,2,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,3,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,4,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,5,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,6,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,7,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,8,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,9,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,10,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,11,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,12,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,13,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,14,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,15,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,16,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,17,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,18,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,0,19,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,0,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,1,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,2,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,3,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,4,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,5,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,6,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,7,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,8,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,9,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,10,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,11,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,12,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,13,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,14,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,15,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,16,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,17,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,18,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,0,19,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,0,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,1,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,2,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,3,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,4,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,5,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,6,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,7,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,8,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,9,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,10,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,11,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,12,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,13,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,14,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,15,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,16,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,17,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,18,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,0,19,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,0,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,1,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,2,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,3,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,4,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,5,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,6,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,7,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,8,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,9,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,10,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,11,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,12,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,13,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,14,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,15,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,16,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,17,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,0,18,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
